Y,X,Z
-160,-7,-8
-160,-5,-8
-161,-7,-9
-160,-6,-8
-160,-6,-8
-161,-6,-8
-160,-6,-8
-161,-7,-8
-162,-6,-8
-162,-7,-8
-162,-6,-8
-162,-6,-8
-161,-7,-9
-161,-7,-8
-160,-6,-8
-160,-7,-8
-160,-6,-8
-160,-6,-8
-161,-7,-8
-161,-7,-7
-160,-6,-8
-160,-6,-7
-161,-8,-8
-161,-7,-8
-159,-6,-8
-160,-7,-8
-160,-6,-7
-160,-6,-7
-161,-6,-6
-160,-8,-8
-160,-4,-7
-160,-5,-7
-160,-5,-7
-159,-5,-7
-161,-6,-7
-160,-6,-7
-161,-6,-7
-160,-5,-6
-161,-6,-7
-158,-5,-7
-162,-4,-5
-159,-6,-6
-159,-7,-7
-159,-6,-6
-160,-5,-5
-159,-4,-4
-158,-5,-5
-157,-3,-4
-157,-4,-4
-159,-5,-4
-158,-4,-3
-158,-6,-3
-157,-4,-2
-156,-4,-2
-157,-4,-2
-155,-4,-2
-156,-5,-2
-156,-7,-4
-157,-5,-2
-156,-7,-3
-156,-5,-3
-157,-6,-4
-157,-7,-4
-157,-6,-4
-158,-7,-4
-157,-6,-3
-155,-7,-5
-156,-5,-3
-157,-6,-4
-158,-7,-4
-157,-7,-4
-157,-6,-4
-157,-7,-5
-156,-6,-4
-158,-6,-4
-157,-5,-3
-157,-5,-4
-157,-6,-4
-157,-6,-4
-156,-6,-5
-158,-6,-4
-158,-6,-4
-157,-5,-3
-156,-4,-3
-156,-4,-3
-156,-4,-3
-156,-7,-4
-155,-6,-4
-155,-6,-3
-155,-6,-4
-154,-4,-2
-154,-4,-3
-154,-4,-3
-154,-5,-3
-154,-6,-4
-155,-7,-5
-156,-5,-4
-156,-6,-4
-154,-6,-5
-155,-4,-3
-154,-6,-5
-154,-5,-4
-153,-3,-3
-154,-6,-4
-155,-6,-3
-153,-4,-3
-154,-4,-2
-155,-8,-5
-155,-6,-4
-156,-8,-5
-155,-7,-5
-154,-5,-4
-155,-6,-5
-155,-5,-4
-155,-4,-4
-155,-6,-6
-155,-4,-4
-155,-4,-5
-155,-4,-4
-155,-5,-5
-157,-5,-5
-158,-7,-6
-158,-6,-6
-158,-6,-6
-157,-4,-5
-156,-7,-7
-157,-4,-5
-157,-5,-6
-156,-5,-7
-158,-8,-8
-157,-4,-6
-158,-6,-7
-157,-5,-6
-159,-6,-7
-158,-5,-7
-159,-5,-7
-158,-6,-8
-160,-4,-7
-160,-5,-7
-159,-5,-7
-159,-5,-7
-159,-5,-7
-161,-4,-6
-159,-4,-8
-159,-5,-8
-159,-4,-7
-159,-3,-7
-158,-7,-10
-158,-4,-7
-159,-4,-7
-158,-5,-8
-159,-5,-9
-158,-5,-8
-159,-5,-8
-159,-4,-7
-159,-4,-8
-160,-7,-8
-159,-4,-7
-158,-5,-8
-159,-5,-7
-158,-6,-8
-159,-4,-6
-159,-4,-6
-157,-6,-7
-157,-6,-7
-159,-6,-7
-157,-5,-7
-158,-6,-6
-156,-7,-6
-158,-5,-6
-158,-6,-6
-157,-6,-6
-157,-6,-6
-157,-6,-5
-158,-6,-5
-157,-5,-4
-156,-7,-5
-157,-5,-5
-156,-5,-4
-156,-7,-5
-158,-5,-4
-156,-7,-5
-154,-9,-6
-154,-9,-6
-155,-7,-6
-154,-7,-6
-154,-7,-5
-155,-8,-6
-155,-7,-6
-152,-9,-7
-154,-5,-5
-152,-7,-7
-152,-6,-5
-154,-6,-6
-152,-6,-6
-151,-7,-7
-152,-8,-8
-154,-7,-8
-152,-4,-7
-152,-7,-9
-152,-3,-7
-153,-9,-10
-152,-6,-8
-154,-5,-8
-152,-6,-10
-153,-8,-11
-153,-6,-10
-152,-5,-10
-151,-5,-9
-152,-7,-11
-152,-5,-9
-151,-5,-10
-153,-7,-11
-152,-4,-9
-152,-5,-9
-152,-3,-9
-152,-4,-7
-151,-3,-7
-152,-4,-7
-152,-5,-7
-151,-6,-7
-151,-5,-7
-151,-5,-5
-151,-5,-5
-151,-4,-4
-148,1,0
-150,-2,-2
-150,1,0
-151,0,-1
-150,-2,-2
-149,-1,0
-149,-4,-2
-151,-4,-2
-150,-9,-4
-149,-4,-2
-151,-8,-4
-151,-8,-4
-150,-6,-4
-149,-7,-3
-151,-9,-5
-150,-7,-4
-152,-7,-5
-151,-7,-4
-152,-7,-4
-152,-7,-4
-151,-7,-4
-152,-10,-7
-151,-8,-6
-151,-5,-5
-151,-8,-6
-154,-6,-5
-153,-8,-7
-152,-10,-7
-153,-7,-7
-153,-10,-7
-152,-9,-8
-153,-9,-7
-154,-10,-8
-153,-9,-8
-153,-8,-8
-155,-8,-8
-155,-9,-8
-155,-9,-8
-156,-9,-9
-155,-11,-10
-155,-7,-8
-155,-8,-9
-155,-8,-9
-154,-6,-9
-156,-8,-9
-157,-6,-9
-155,-7,-9
-155,-6,-9
-157,-5,-8
-156,-5,-8
-157,-6,-9
-157,-4,-8
-156,-8,-10
-158,-11,-11
-156,-8,-10
-156,-7,-10
-155,-7,-10
-156,-5,-9
-157,-8,-10
-157,-9,-10
-157,-7,-9
-157,-8,-10
-157,-5,-9
-158,-8,-10
-157,-7,-9
-157,-8,-10
-157,-7,-10
-156,-6,-10
-158,-9,-10
-157,-7,-10
-157,-8,-11
-156,-7,-11
-158,-5,-10
-158,-5,-10
-156,-5,-10
-157,-4,-10
-157,-5,-10
-156,-5,-11
-157,-6,-12
-156,-6,-11
-157,-6,-12
-156,-3,-10
-158,-8,-13
-158,-4,-11
-158,-8,-13
-157,-6,-12
-159,-6,-12
-158,-5,-12
-159,-5,-12
-158,-6,-13
-157,-8,-14
-158,-6,-13
-158,-6,-13
-158,-5,-13
-158,-6,-13
-158,-7,-14
-158,-6,-13
-157,-2,-12
-156,-2,-12
-157,-6,-14
-157,-6,-14
-156,-3,-13
-157,-2,-13
-157,-3,-13
-158,-6,-14
-156,-3,-13
-156,-2,-12
-156,-4,-14
-157,-5,-13
-156,-4,-13
-157,-3,-13
-156,-6,-14
-155,-5,-14
-155,0,-12
-155,-3,-13
-156,-4,-13
-154,0,-11
-155,-2,-11
-155,-2,-12
-154,0,-11
-155,-6,-13
-155,-3,-13
-156,-6,-13
-153,-1,-11
-155,-5,-13
-153,-2,-11
-154,-4,-12
-153,-2,-12
-153,-2,-11
-153,-3,-12
-153,-4,-12
-153,-1,-11
-152,-1,-11
-152,0,-11
-152,0,-10
-152,0,-10
-152,0,-11
-154,-3,-12
-152,-2,-11
-152,-3,-12
-154,-6,-13
-153,-4,-12
-153,-4,-12
-153,-5,-13
-152,-1,-11
-151,0,-10
-154,-2,-11
-152,-1,-11
-153,0,-11
-151,0,-10
-151,-4,-12
-151,-1,-11
-152,-3,-12
-153,-3,-12
-151,-5,-12
-152,-2,-11
-151,-4,-13
-153,-2,-12
-151,0,-11
-152,0,-11
-151,-2,-12
-152,0,-10
-153,-1,-11
-153,-5,-13
-154,-3,-11
-153,-3,-11
-155,-4,-12
-153,-1,-10
-154,-4,-12
-153,-4,-11
-152,-2,-10
-153,-5,-12
-155,-6,-13
-154,-5,-12
-156,-7,-13
-155,-2,-10
-156,-2,-11
-156,-4,-11
-155,-2,-10
-156,-2,-11
-155,1,-9
-157,-4,-11
-158,-1,-10
-157,-4,-12
-157,-6,-12
-157,-7,-12
-158,-4,-11
-157,-8,-13
-157,-2,-10
-158,-5,-12
-158,-3,-11
-159,-5,-12
-159,-2,-11
-160,-3,-11
-160,-4,-11
-161,-4,-11
-160,-5,-12
-162,-2,-11
-162,-2,-11
-162,-1,-10
-162,-2,-11
-161,-5,-12
-162,-1,-10
-161,0,-9
-162,0,-9
-162,0,-8
-162,1,-7
-162,2,-7
-162,-1,-8
-161,0,-7
-160,1,-6
-161,-1,-7
-160,0,-6
-160,-1,-6
-159,1,-4
-159,0,-5
-160,-2,-5
-160,0,-5
-159,1,-3
-159,0,-3
-159,-2,-5
-158,-2,-5
-158,-5,-6
-159,-5,-5
-157,-4,-5
-158,-5,-5
-158,-3,-4
-157,-6,-5
-156,-8,-6
-157,-5,-4
-157,-6,-5
-157,-5,-5
-157,-6,-5
-156,-5,-5
-156,-6,-5
-156,-6,-6
-155,-5,-5
-156,-5,-4
-156,-6,-5
-156,-5,-5
-156,-6,-5
-155,-6,-5
-156,-6,-5
-155,-5,-4
-156,-9,-6
-153,-6,-5
-155,-5,-4
-154,-7,-5
-155,-7,-5
-154,-7,-5
-154,-7,-5
-155,-8,-6
-154,-7,-5
-154,-7,-5
-154,-8,-6
-155,-7,-5
-154,-11,-7
-155,-8,-5
-154,-9,-6
-155,-9,-5
-155,-9,-5
-154,-8,-5
-155,-8,-5
-154,-7,-4
-154,-7,-4
-153,-12,-6
-155,-12,-6
-154,-14,-7
-153,-7,-4
-152,-8,-5
-152,-7,-5
-152,-7,-5
-154,-6,-4
-152,-7,-5
-152,-7,-5
-153,-7,-4
-152,-8,-6
-151,-6,-4
-151,-8,-5
-152,-6,-5
-151,-8,-5
-152,-9,-5
-152,-8,-6
-153,-8,-5
-152,-9,-6
-152,-9,-6
-153,-9,-6
-153,-9,-6
-151,-9,-7
-151,-10,-7
-152,-10,-7
-154,-10,-8
-151,-8,-7
-153,-10,-7
-149,-9,-7
-151,-10,-8
-151,-10,-8
-151,-12,-9
-151,-12,-8
-151,-10,-9
-151,-9,-8
-150,-11,-9
-149,-10,-9
-150,-9,-8
-150,-10,-9
-150,-9,-9
-150,-10,-9
-151,-10,-10
-149,-9,-8
-150,-8,-9
-151,-11,-10
-151,-9,-9
-151,-8,-9
-152,-7,-8
-149,-10,-11
-149,-11,-10
-150,-10,-10
-151,-8,-10
-150,-9,-10
-150,-11,-11
-150,-9,-10
-150,-10,-10
-151,-10,-9
-149,-8,-10
-151,-10,-10
-152,-8,-10
-151,-7,-10
-154,-9,-10
-152,-8,-9
-152,-8,-9
