Z,X,Y
-81.1481,-25.6358,149.954
-81.169,-25.558,149.88
-81.1779,-25.5118,149.832
-81.1346,-25.5012,149.862
-81.091,-25.5835,149.991
-81.0494,-25.6748,150.074
-81.006,-25.6819,149.98
-81.0097,-25.6207,149.811
-81.0294,-25.5983,149.734
-81.0287,-25.6534,149.762
-80.9963,-25.6407,149.805
-80.96,-25.5373,149.811
-80.9507,-25.5472,149.771
-80.9642,-25.7086,149.693
-80.9372,-25.7827,149.605
-80.8642,-25.6975,149.514
-80.8415,-25.6534,149.422
-80.9286,-25.7098,149.376
-80.9847,-25.7359,149.415
-80.9406,-25.7086,149.417
-80.9083,-25.752,149.333
-80.9373,-25.8139,149.219
-80.9448,-25.7762,149.143
-80.9293,-25.7128,149.075
-80.9392,-25.6992,148.969
-80.9607,-25.7378,148.928
-80.9696,-25.8132,148.991
-80.9935,-25.8807,149.031
-81.0108,-25.9106,148.974
-81.0259,-25.8863,148.839
-81.0505,-25.7728,148.716
-81.0867,-25.6143,148.639
-81.1696,-25.57,148.607
-81.3024,-25.6583,148.611
-81.4384,-25.665,148.613
-81.5053,-25.5147,148.615
-81.524,-25.3951,148.639
-81.6,-25.3945,148.636
-81.7034,-25.415,148.642
-81.8013,-25.3766,148.669
-81.9075,-25.255,148.701
-81.9565,-25.0273,148.793
-81.9898,-24.8318,148.947
-82.0921,-24.7962,149.055
-82.2319,-24.8196,149.069
-82.3424,-24.7755,149.091
-82.4128,-24.6513,149.154
-82.4262,-24.517,149.21
-82.4613,-24.4723,149.229
-82.5666,-24.5736,149.267
-82.697,-24.6978,149.364
-82.7916,-24.7164,149.479
-82.8417,-24.6816,149.532
-82.9241,-24.6307,149.523
-83.0255,-24.5098,149.51
-83.1377,-24.4175,149.53
-83.2961,-24.4578,149.557
-83.4305,-24.4807,149.595
-83.4615,-24.3882,149.669
-83.4897,-24.3426,149.728
-83.5684,-24.3734,149.727
-83.652,-24.3564,149.734
-83.7537,-24.2619,149.796
-83.8525,-24.1384,149.845
-83.9197,-24.0162,149.821
-83.9892,-23.922,149.781
-84.0738,-23.8271,149.748
-84.1552,-23.7365,149.753
-84.2176,-23.6755,149.805
-84.2661,-23.6243,149.882
